Date-Time,ADM,CAG,COKE,GIS,HRL,HSY,PEP,PPC,TSN,VMI
2017-06-23,41.16,37.23,235.66,55.94,34.94,219.62,116.96,22.84,62.79,148.85
2017-06-26,41.3,37.65,233.82,56.17,34.8,220.56,117.12,22.4,62.76,149.7
2017-06-27,41.0,37.0,227.37,55.52,34.15,216.36,115.94,22.11,61.7,148.0
2017-06-28,41.14,37.37,233.11,56.42,34.21,215.34,116.38,21.96,61.57,149.3
2017-06-29,40.63,36.08,230.75,54.97,33.96,213.24,115.18,21.82,61.57,147.9
2017-06-30,41.38,35.76,228.87,55.4,34.11,214.74,115.49,21.92,62.63,149.6
2017-07-03,41.46,35.5,224.26,55.18,34.15,213.28,115.44,21.9,62.58,151.55
2017-07-05,41.8,34.91,224.88,54.81,33.73,212.62,115.3,21.71,61.57,151.05
2017-07-06,41.1,34.13,224.54,53.82,33.15,212.86,115.13,21.54,60.21,150.35
2017-07-07,41.24,33.42,226.96,53.63,33.2,211.82,115.51,21.3,60.22,150.89
2017-07-10,40.81,33.23,226.56,53.4,32.65,209.94,114.27,20.74,59.28,149.3
2017-07-11,40.29,33.07,227.49,53.53,32.53,208.12,113.74,20.8,58.58,149.9
2017-07-12,40.9,33.38,232.31,53.44,32.62,209.66,114.77,21.57,59.92,151.65
2017-07-13,41.38,33.52,229.84,53.28,32.71,209.6,114.02,22.44,60.89,150.65
2017-07-14,41.48,33.58,235.55,53.74,32.83,210.94,114.93,22.44,61.39,151.7
2017-07-17,41.6,33.48,236.82,54.15,33.19,212.58,114.93,22.57,61.67,152.95
2017-07-18,41.18,33.32,234.15,53.67,32.83,211.78,115.01,22.2,60.84,150.55
2017-07-19,41.28,33.85,236.4,53.85,32.62,212.18,115.34,22.49,61.13,152.95
2017-07-20,41.42,33.75,241.8,54.17,32.93,212.56,115.51,22.45,60.93,157.7
2017-07-21,41.26,33.88,240.86,54.35,33.23,212.78,116.63,22.48,61.88,157.95
2017-07-24,41.38,33.84,238.33,54.48,33.31,210.6,116.13,22.72,61.61,154.5
2017-07-25,41.96,34.16,238.09,55.12,34.11,214.88,116.45,23.5,62.72,155.75
2017-07-26,41.71,33.83,241.87,55.13,34.01,212.0,117.19,24.0,63.03,154.8
2017-07-27,41.78,34.35,244.04,55.49,34.33,212.9,117.34,24.12,63.36,155.7
2017-07-28,41.78,34.24,240.54,55.33,34.15,212.14,116.61,24.22,63.0,153.0
2017-07-31,42.18,34.24,240.09,55.66,34.17,210.62,116.61,24.29,63.36,152.7
2017-08-01,43.3,33.83,240.08,55.2,34.14,211.3,115.92,24.17,62.9,152.4
2017-08-02,42.49,34.21,238.5,56.07,34.16,211.18,115.61,24.62,63.63,150.65
2017-08-03,42.62,34.31,238.4,56.22,33.93,211.08,116.3,25.26,63.24,150.75
2017-08-04,42.59,33.98,238.8,56.17,33.67,209.72,116.37,25.45,63.3,151.4
2017-08-07,42.44,34.17,242.52,56.38,34.2,211.3,116.96,26.01,66.9,151.2
2017-08-08,42.24,34.19,242.45,55.78,33.66,210.2,116.71,25.76,65.02,151.6
2017-08-09,42.49,34.39,206.84,55.77,33.61,210.5,116.63,26.19,64.66,150.45
2017-08-10,42.12,34.06,210.97,56.29,33.66,210.6,116.38,26.65,64.87,146.3
2017-08-11,41.26,34.8,208.81,56.59,34.01,210.4,116.51,26.94,65.55,148.45
2017-08-14,41.95,34.89,210.54,57.4,34.42,211.88,117.84,27.38,65.85,150.5
2017-08-15,42.05,34.9,212.2,57.31,34.24,211.8,118.97,27.95,65.96,148.8
2017-08-16,42.15,35.14,213.36,57.53,34.35,212.08,119.1,28.61,65.65,149.55
2017-08-17,41.67,34.72,208.22,57.57,33.86,215.7,118.39,28.03,64.9,148.3
2017-08-18,41.27,34.46,204.67,57.14,34.09,214.68,117.6,28.17,65.14,148.2
2017-08-21,41.56,34.5,205.18,57.29,33.93,215.22,118.26,28.42,65.11,147.5
2017-08-22,41.72,34.51,210.07,57.5,34.38,215.52,117.92,28.97,64.95,148.15
2017-08-23,41.77,34.22,208.73,57.68,33.92,214.88,117.29,29.11,64.56,147.45
2017-08-24,41.08,33.23,208.19,55.68,32.09,211.04,116.22,28.59,63.86,142.35
2017-08-25,41.75,33.14,202.64,55.02,31.34,210.32,115.85,28.4,63.25,143.75
2017-08-28,41.77,32.53,205.96,54.28,31.05,208.94,115.54,28.65,62.55,143.2
2017-08-29,41.74,32.43,209.58,53.93,30.97,209.88,115.84,28.73,62.18,142.45
2017-08-30,41.86,32.74,211.67,53.75,30.86,208.8,115.15,29.24,62.49,142.65
2017-08-31,41.32,32.46,213.59,53.26,30.74,209.84,115.73,29.45,63.3,143.55
2017-09-01,42.2,32.88,212.95,53.72,30.92,211.22,115.84,29.51,64.53,144.8
2017-09-05,41.94,33.69,210.75,53.72,30.7,209.32,115.87,28.53,64.47,143.25
2017-09-06,42.4,34.24,212.5,54.7,30.85,210.58,116.35,28.74,64.95,146.1
2017-09-07,42.59,34.38,212.47,54.66,31.25,215.6,116.99,29.03,64.65,145.2
2017-09-08,42.37,34.5,212.29,55.35,31.6,216.3,115.04,29.1,65.39,146.55
2017-09-11,42.79,34.75,215.06,55.78,31.68,219.3,115.69,28.17,65.5,147.76
2017-09-12,43.21,34.82,212.89,55.56,31.77,219.16,115.0,28.99,65.82,149.05
2017-09-13,43.29,34.73,211.18,55.29,31.33,218.84,114.45,28.95,65.95,150.3
2017-09-14,43.45,34.48,208.99,55.05,30.91,218.64,114.19,28.71,66.32,152.0
2017-09-15,43.84,35.01,208.89,55.8,31.38,221.0,114.85,29.56,66.87,150.4
2017-09-18,44.09,34.89,210.89,56.43,31.65,219.5,114.99,29.54,67.41,152.45
2017-09-19,43.89,34.17,211.39,55.38,31.73,218.82,114.49,28.91,66.21,152.6
2017-09-20,43.32,33.7,209.58,52.17,31.43,216.84,113.58,29.03,65.78,156.1
2017-09-21,43.29,33.42,208.77,51.69,31.19,215.1,112.8,28.59,65.33,155.25
2017-09-22,43.38,33.15,209.3,51.23,31.27,212.96,111.85,28.67,65.41,155.6
2017-09-25,43.57,33.47,210.62,52.27,31.53,213.66,111.94,28.82,65.65,156.6
2017-09-26,43.52,33.36,210.25,51.97,31.7,214.42,111.81,28.76,65.83,157.1
2017-09-27,43.05,33.34,213.05,52.43,31.33,216.44,111.1,28.72,66.18,158.75
2017-09-28,42.75,33.95,215.01,52.26,31.71,215.64,111.64,28.41,65.45,158.5
2017-09-29,42.51,33.74,215.75,51.76,32.14,218.34,111.43,28.41,70.45,158.1
2017-10-02,42.62,33.34,217.96,51.81,31.92,217.68,109.12,29.65,70.99,159.2
2017-10-03,42.72,33.41,219.0,51.32,31.78,215.32,109.13,28.79,71.34,158.95
2017-10-04,43.03,33.96,220.45,52.01,31.76,216.48,109.34,29.77,71.64,159.55
2017-10-05,43.35,34.1,221.53,52.09,31.67,217.84,110.45,29.15,71.07,160.15
2017-10-06,43.0,34.08,218.91,51.4,31.62,217.3,110.4,28.75,70.66,159.6
2017-10-09,42.61,33.46,220.6,50.19,31.25,215.78,110.01,28.97,70.64,160.1
2017-10-10,43.01,33.72,223.32,50.95,31.75,218.06,110.78,28.9,70.11,159.85
2017-10-11,43.29,33.79,226.37,50.87,31.72,219.04,111.51,29.04,70.04,158.25
2017-10-12,43.44,34.59,225.51,51.27,31.8,219.94,112.45,29.33,70.8,157.85
2017-10-13,44.0,34.33,225.3,51.53,31.85,220.14,112.62,29.12,70.21,158.25
2017-10-16,43.7,34.5,227.1,51.81,31.52,221.88,113.57,29.33,70.55,159.15
2017-10-17,43.67,34.21,225.9,51.7,31.51,221.64,112.19,29.64,70.94,158.95
2017-10-18,43.31,34.1,226.28,52.25,31.34,220.1,111.95,30.57,71.55,160.85
2017-10-19,43.31,33.76,225.74,52.03,30.62,218.7,112.67,30.49,71.41,161.35
2017-10-20,43.49,33.91,224.84,52.01,30.74,218.04,111.61,31.04,71.54,159.5
2017-10-23,43.57,34.21,224.22,51.67,30.43,218.24,111.69,30.87,71.52,159.0
2017-10-24,43.73,34.17,223.8,51.79,30.27,218.72,110.75,30.69,71.16,159.9
2017-10-25,43.49,33.93,223.39,51.54,30.325,217.18,110.08,30.87,71.08,158.25
2017-10-26,43.01,33.38,223.86,51.76,30.37,205.74,110.73,31.05,71.3,160.2
2017-10-27,43.07,33.69,222.57,51.57,30.38,208.16,110.6,31.21,71.04,159.8
2017-10-30,42.81,33.53,221.02,50.66,30.15,209.46,109.65,31.1,71.47,158.55
2017-10-31,40.87,34.16,225.56,51.92,31.16,212.36,110.23,31.78,72.91,158.9
2017-11-01,40.62,34.13,224.7,52.03,31.21,213.46,110.13,31.59,73.31,157.9
2017-11-02,40.16,33.86,224.42,51.76,31.51,213.18,110.05,31.62,73.15,159.6
2017-11-03,39.78,33.91,224.19,51.34,31.32,211.84,110.22,31.39,72.8,158.95
2017-11-06,39.27,33.32,224.26,50.1,30.77,208.76,109.26,30.52,72.18,160.55
2017-11-07,39.54,33.76,223.93,50.97,31.5,211.94,110.47,30.46,73.09,160.8
2017-11-08,39.8,34.31,206.26,52.24,32.15,215.5,112.0,33.13,74.0,160.15
2017-11-09,39.6,33.96,198.005,51.78,31.95,215.54,111.48,33.92,73.82,154.75
2017-11-10,39.93,34.8,195.87,53.28,32.33,217.2,112.75,34.53,74.14,158.45
2017-11-13,39.74,34.84,202.12,52.97,32.45,216.36,114.04,34.04,75.59,161.1
2017-11-14,39.79,35.87,204.15,54.12,32.98,219.72,115.76,34.24,76.07,160.9
2017-11-15,38.96,35.18,199.88,52.53,33.08,214.84,115.1,34.14,76.21,161.2
2017-11-16,39.19,35.62,204.42,53.67,32.93,219.4,115.23,34.98,77.26,162.75
2017-11-17,39.42,35.71,202.74,53.72,33.12,218.2,114.68,35.01,77.97,162.75
2017-11-20,39.2,35.77,204.26,54.24,33.4,220.2,114.91,35.46,78.96,163.8
2017-11-21,39.34,35.54,207.42,53.52,34.52,217.02,116.05,35.61,79.06,164.55
2017-11-22,39.24,35.51,204.55,53.65,34.27,216.24,115.08,35.31,79.63,165.25
2017-11-24,39.14,35.46,204.55,53.65,34.41,214.9,115.9,35.44,80.47,166.4
2017-11-27,39.07,35.94,205.51,54.05,34.18,216.74,115.85,35.63,81.24,166.85
2017-11-28,39.09,36.44,207.05,54.84,34.59,219.68,116.77,35.77,81.15,169.95
2017-11-29,39.77,37.2,211.44,56.34,35.99,221.0,116.84,36.21,82.02,170.1
2017-11-30,39.88,37.33,215.71,56.56,36.45,221.86,116.52,36.67,82.25,172.8
2017-12-01,40.83,37.47,216.93,56.46,36.77,222.02,116.78,37.28,82.39,172.1
2017-12-04,41.2,37.93,212.69,57.86,37.68,225.64,117.46,37.55,83.56,172.85
2017-12-05,40.84,37.17,211.6,57.25,37.1,225.52,117.59,37.29,83.35,170.15
2017-12-06,41.22,37.08,218.88,57.41,37.1,227.52,118.9,37.75,83.29,168.65
2017-12-07,41.31,37.25,225.2,56.69,36.93,227.12,116.73,37.27,82.82,169.65
2017-12-08,41.51,37.25,224.97,55.84,37.24,226.4,116.57,37.15,83.62,168.85
2017-12-11,41.9,37.24,227.52,55.89,36.99,225.6,117.39,35.9,82.6,163.6
2017-12-12,41.77,37.55,223.23,56.06,36.99,226.8,117.4,35.55,82.67,163.2
2017-12-13,40.05,37.34,218.54,56.47,37.12,226.32,117.8,35.01,82.7,162.75
2017-12-14,39.57,37.01,216.8,56.13,36.62,226.72,118.02,32.66,80.71,160.45
2017-12-15,40.56,37.76,226.39,56.89,36.79,228.28,119.22,32.14,81.28,161.05
2017-12-18,40.22,37.77,224.61,57.8,37.07,228.52,118.05,32.94,82.85,164.35
2017-12-19,40.13,37.98,222.34,57.63,36.82,230.9,118.61,32.25,81.46,163.85
2017-12-20,39.87,38.14,222.57,58.76,36.55,229.98,119.02,32.41,81.33,164.5
2017-12-21,40.09,37.85,224.06,59.53,36.41,229.32,118.26,31.38,81.16,167.3
2017-12-22,40.19,38.08,221.97,60.13,36.73,229.9,118.6,31.42,80.62,165.6
2017-12-26,40.26,38.21,218.66,60.12,36.74,230.02,118.89,31.53,81.73,165.95
2017-12-27,40.24,38.07,219.52,60.18,36.59,229.16,119.3,31.31,81.48,165.8
2017-12-28,40.27,38.05,216.83,59.55,36.54,228.72,119.35,31.61,81.55,166.5
2017-12-29,40.08,37.67,215.26,59.29,36.39,227.02,119.92,31.06,81.07,165.85
2018-01-02,40.09,37.52,211.28,59.04,36.36,224.22,118.06,30.18,80.62,167.35
2018-01-03,39.78,37.33,209.0,58.73,36.0,223.28,117.75,29.71,79.71,166.45
2018-01-04,40.45,37.94,205.51,59.41,36.45,224.84,118.33,29.47,80.22,165.6
2018-01-05,40.18,38.06,202.0,59.92,36.35,225.92,118.67,29.43,80.83,166.25
2018-01-08,40.09,37.52,208.95,60.12,36.41,228.12,117.99,30.2,81.71,165.4
2018-01-09,40.22,37.39,205.5,59.32,36.4,227.56,118.08,29.98,82.26,166.85
2018-01-10,39.91,36.83,205.18,58.63,35.39,221.64,117.48,29.93,81.0,165.85
2018-01-11,40.56,36.76,203.96,58.09,34.34,220.18,116.88,29.51,79.96,169.1
2018-01-12,40.5,36.71,200.51,57.85,34.55,218.54,117.38,29.69,79.9,170.55
2018-01-16,40.78,36.77,201.69,58.43,34.72,216.58,117.86,29.75,78.67,168.05
2018-01-17,40.91,37.26,204.25,59.12,34.92,217.86,119.18,29.42,79.25,169.55
2018-01-18,40.48,37.16,202.96,58.66,34.25,215.58,119.05,29.49,78.88,169.25
2018-01-19,40.96,37.77,207.27,59.11,34.76,218.74,120.17,30.72,80.19,171.1
2018-01-22,42.75,37.77,205.99,59.77,34.88,219.92,121.51,31.22,80.89,169.7
2018-01-23,42.61,37.72,206.36,59.79,34.94,221.62,121.3,30.97,81.13,167.5
2018-01-24,42.84,37.6,205.51,59.72,34.39,220.62,121.14,30.45,79.78,166.75
2018-01-25,42.89,38.04,204.43,60.14,34.59,222.46,120.9,30.24,79.8,167.65
2018-01-26,43.59,38.5,206.94,60.2,34.66,222.14,121.76,30.67,80.17,169.65
2018-01-29,43.11,38.21,202.06,59.58,34.64,219.34,119.67,29.42,78.91,166.15
2018-01-30,42.48,37.86,203.1,58.58,34.7,219.06,119.89,29.62,78.89,165.1
2018-01-31,42.95,38.0,202.52,58.49,34.33,220.66,120.3,27.77,76.11,163.6
2018-02-01,42.46,37.61,202.84,57.88,34.08,207.54,120.3,28.07,75.76,165.1
2018-02-02,41.43,36.71,199.24,55.95,33.65,205.94,118.67,27.43,74.49,159.9
2018-02-05,40.6,35.65,186.7,54.01,32.49,200.34,114.46,26.05,73.23,154.7
2018-02-06,42.0,35.71,184.56,55.78,32.74,202.58,113.56,26.15,74.19,155.9
2018-02-07,42.19,35.89,187.61,54.65,32.74,198.08,113.5,25.64,73.38,157.55
2018-02-08,41.35,35.49,182.58,53.99,32.21,195.3,110.15,25.14,73.92,151.4
2018-02-09,41.49,35.56,182.29,54.72,32.81,199.34,111.18,25.22,74.87,153.7
2018-02-12,41.27,35.7,180.97,54.92,33.07,199.56,111.93,25.3,74.53,154.9
2018-02-13,41.34,35.47,183.41,54.79,33.08,199.08,112.14,25.14,74.73,154.95
2018-02-14,41.82,35.54,183.79,56.03,34.04,198.04,109.11,25.59,75.84,158.25
2018-02-15,43.2,36.36,189.02,56.89,34.08,201.58,110.97,26.5,75.88,158.55
2018-02-16,43.13,36.25,190.69,56.43,34.35,201.42,111.06,27.0,76.01,158.8
2018-02-20,42.57,36.08,185.73,55.95,33.8,199.8,109.48,26.38,76.13,157.1
2018-02-21,42.12,35.69,183.52,54.48,32.68,195.78,108.0,24.86,75.4,156.55
2018-02-22,41.76,35.94,183.04,54.95,33.0,194.14,109.26,24.93,74.69,151.8
2018-02-23,42.57,36.28,182.17,52.98,32.64,193.9,109.68,25.01,75.08,149.25
2018-02-26,42.17,36.53,185.62,51.42,33.07,196.0,110.94,25.42,75.71,150.05
2018-02-27,41.64,36.2,182.2,50.78,32.75,196.38,110.89,25.2,74.56,148.8
2018-02-28,41.52,36.13,186.61,50.55,32.46,196.52,109.73,25.2,74.38,147.1
2018-03-01,41.25,36.4,185.51,50.57,32.36,195.6,108.12,24.93,73.42,144.85
2018-03-02,42.2,36.87,191.2,50.94,32.65,197.74,109.04,25.11,73.65,145.35
2018-03-05,42.72,37.79,186.0,50.62,32.87,198.9,109.43,24.3,73.6,144.6
2018-03-06,43.12,38.29,188.78,51.06,33.43,198.74,109.58,24.11,74.05,145.25
2018-03-07,43.03,37.77,185.31,51.06,33.17,199.76,109.84,24.3,74.53,145.55
2018-03-08,43.29,37.98,188.81,51.7,33.5,199.3,112.08,24.22,74.97,146.75
2018-03-09,43.3,38.06,187.86,51.45,33.76,200.72,112.54,24.75,75.69,148.5
2018-03-12,44.53,38.05,187.48,51.97,33.7,202.0,112.75,24.1,75.27,147.8
2018-03-13,44.24,38.03,186.49,51.99,34.03,203.6,113.6,24.51,75.62,148.9
2018-03-14,43.77,37.46,183.91,51.81,33.72,203.36,112.61,25.77,75.38,149.55
2018-03-15,43.26,36.38,179.5,50.93,33.3,201.88,111.99,24.85,73.73,148.1
2018-03-16,43.5,36.61,182.44,50.49,33.5,202.04,111.64,25.43,74.27,148.85
2018-03-19,43.06,36.34,179.35,50.21,33.7,200.14,110.36,25.93,74.13,150.55
2018-03-20,42.97,36.41,179.1,49.93,33.56,200.66,109.9,25.17,74.02,148.35
2018-03-21,42.62,35.34,176.5,45.51,32.79,196.94,108.74,24.89,73.69,148.1
2018-03-22,41.94,35.45,175.67,44.45,32.7,194.1,107.94,24.1,72.7,143.4
2018-03-23,42.05,35.5,169.59,44.21,32.55,192.12,106.15,23.74,71.54,142.7
2018-03-26,42.83,36.36,173.56,45.3,33.41,196.04,106.81,24.79,73.94,144.5
2018-03-27,42.87,36.3,172.55,45.31,33.57,195.58,107.64,24.86,74.03,143.2
2018-03-28,42.8,36.32,174.18,44.35,33.66,196.5,109.18,24.9,72.93,143.05
2018-03-29,43.37,36.88,172.67,45.06,34.32,197.92,109.15,24.61,73.19,146.3
2018-04-02,42.27,35.89,170.3,44.09,33.49,194.08,107.05,24.02,68.64,140.65
2018-04-03,43.12,36.18,174.04,44.3,34.22,195.62,108.19,24.12,69.93,141.5
2018-04-04,43.9,37.01,177.76,45.37,35.87,201.2,110.18,24.68,71.54,141.45
2018-04-05,44.43,36.81,176.72,45.43,35.11,199.4,110.57,23.48,70.97,143.95
2018-04-06,44.33,36.74,174.75,45.47,34.93,197.7,109.3,23.72,70.11,139.3
2018-04-09,44.22,36.77,174.88,44.95,35.39,198.72,109.38,23.7,70.27,139.3
2018-04-10,44.14,36.85,174.75,44.51,35.34,191.72,109.4,24.05,70.71,141.75
2018-04-11,44.13,36.74,174.08,44.87,35.36,193.3,108.68,23.86,70.72,140.8
2018-04-12,45.3,36.78,172.36,44.58,35.09,191.14,108.31,23.88,70.15,141.55
2018-04-13,45.2,36.8,172.68,44.8,35.04,191.92,109.26,23.87,70.17,142.2
2018-04-16,45.47,37.21,175.1,45.24,35.44,193.6,109.92,24.07,71.29,142.65
2018-04-17,45.69,37.51,175.48,45.26,35.42,193.4,108.87,23.73,71.45,144.35
2018-04-18,45.65,37.17,174.27,44.73,35.54,190.68,106.98,23.56,71.1,146.15
2018-04-19,45.79,36.66,169.35,44.03,35.4,187.12,105.57,23.02,70.38,146.8
2018-04-20,45.5,36.43,169.77,43.41,35.45,184.96,102.48,22.75,69.2,145.6
2018-04-23,45.49,36.5,168.55,44.56,35.77,186.36,102.58,22.5,70.22,145.6
2018-04-24,45.16,36.82,167.2,44.37,36.2,185.54,101.44,22.68,70.37,143.05
2018-04-25,45.84,37.15,165.72,44.04,36.15,187.08,101.15,22.83,70.44,143.8
2018-04-26,45.85,37.41,168.78,44.37,36.31,186.58,103.26,23.19,71.03,142.7
2018-04-27,46.05,37.34,167.5,44.52,36.47,186.76,101.71,22.45,71.35,143.8
2018-04-30,45.38,37.07,168.39,43.74,36.25,183.88,100.94,21.6,70.1,142.1
2018-05-01,45.03,36.56,169.01,43.55,36.12,182.64,99.13,21.61,69.56,142.65
2018-05-02,44.43,35.94,164.45,42.49,35.37,179.08,97.23,21.43,67.49,141.5
2018-05-03,43.6,35.82,162.4,41.21,35.27,179.4,97.6,20.5,66.05,140.0
2018-05-04,43.86,36.92,164.87,42.54,35.77,183.56,98.99,20.91,66.97,141.5
2018-05-07,43.69,37.37,165.3,42.34,35.53,183.32,98.23,21.05,67.22,142.0
2018-05-08,43.95,37.4,168.86,42.3,35.51,184.3,96.79,21.16,66.66,143.85
2018-05-09,43.7,37.67,133.11,42.51,36.09,185.22,96.16,21.23,67.27,143.7
2018-05-10,43.9,37.76,137.66,42.62,36.17,185.78,97.27,21.54,67.72,142.95
2018-05-11,43.98,37.85,130.85,42.66,36.26,184.92,97.43,21.73,68.25,144.15
2018-05-14,44.42,37.75,126.8,42.53,36.08,185.08,97.15,20.8,67.62,144.35
2018-05-15,44.41,37.72,127.22,42.49,35.96,185.3,96.8,20.77,67.28,144.5
2018-05-16,44.52,37.78,126.48,43.05,36.38,187.28,97.19,21.15,68.56,145.2
2018-05-17,44.91,37.72,129.76,42.81,36.38,185.2,97.92,21.53,68.64,146.5
2018-05-18,45.02,37.42,129.26,41.82,35.9,182.98,97.51,20.74,67.91,145.55
2018-05-21,45.17,36.91,129.27,41.77,36.17,184.12,99.51,20.79,67.89,147.15
2018-05-22,44.91,36.87,128.64,41.93,35.84,183.3,99.93,20.68,67.88,146.95
2018-05-23,44.8,36.95,128.76,42.29,35.82,184.2,100.45,20.84,69.05,145.55
2018-05-24,44.81,37.06,127.44,42.2,35.42,183.34,100.18,21.06,69.38,146.35
2018-05-25,44.55,37.41,126.97,42.64,35.86,184.06,100.31,20.84,69.59,146.55
2018-05-29,43.79,37.36,128.49,42.48,36.51,183.18,101.1,20.81,70.39,146.7
2018-05-30,44.28,37.75,129.29,42.9,37.17,183.2,101.83,20.33,70.52,149.5
2018-05-31,43.72,37.06,127.41,42.29,35.89,180.08,100.25,19.49,67.47,146.15
2018-06-01,43.82,36.94,126.66,42.6,35.79,180.02,100.25,19.47,68.09,148.2
2018-06-04,44.09,37.58,129.44,43.28,36.19,182.62,100.12,19.39,68.6,149.25
2018-06-05,44.23,37.37,128.3,42.49,36.21,181.0,100.21,19.66,69.11,150.95
2018-06-06,44.79,37.05,126.97,42.6,35.66,181.1,100.83,19.47,68.2,150.65
2018-06-07,44.69,37.18,129.41,42.22,35.97,182.16,101.16,19.95,69.71,152.8
2018-06-08,44.85,37.74,129.7,42.91,36.21,183.54,101.16,20.27,70.75,154.1
2018-06-11,45.51,37.66,130.83,44.42,36.61,184.82,103.21,20.51,71.99,153.15
2018-06-12,45.1,37.7,134.18,44.52,36.36,186.76,104.48,20.44,71.48,152.35
2018-06-13,45.28,37.95,132.28,44.62,36.11,182.44,105.27,20.7,70.44,152.25
2018-06-14,45.24,38.2,132.89,44.51,36.11,184.28,105.13,20.66,70.99,151.0
2018-06-15,46.03,38.5,134.18,45.43,36.44,188.0,107.61,21.24,71.81,148.45
2018-06-18,46.19,37.94,130.98,44.73,35.67,183.1,105.38,19.83,71.0,150.15
2018-06-19,46.07,38.3,130.93,44.98,35.71,183.84,105.96,20.37,70.8,150.5
2018-06-20,46.17,38.45,129.63,44.87,35.59,183.72,105.81,20.23,70.13,151.85
2018-06-21,46.0,38.28,131.88,44.97,35.67,183.82,107.24,19.95,69.27,151.05
2018-06-22,46.53,38.55,135.41,45.22,36.27,185.34,108.37,19.65,69.38,152.25
2018-06-25,46.26,38.94,135.98,46.01,36.64,188.4,108.99,19.82,69.83,151.2
2018-06-26,46.23,38.23,134.79,46.06,37.06,188.08,108.05,20.34,70.47,152.05
2018-06-27,46.27,35.45,129.99,45.73,36.8,187.86,108.27,20.06,69.28,150.65
2018-06-28,46.19,35.83,134.62,44.68,37.24,188.36,108.68,20.28,69.26,150.25
2018-06-29,45.83,35.73,135.13,44.26,37.21,186.12,108.87,20.13,68.85,150.75
2018-07-02,45.23,35.03,132.76,43.44,36.59,184.46,109.53,19.51,66.42,151.15
2018-07-03,45.66,34.64,133.08,43.53,36.82,185.54,108.8,19.6,66.83,151.65
2018-07-05,46.34,35.92,134.11,44.84,37.07,190.32,109.55,20.34,67.29,153.35
2018-07-06,46.71,35.73,138.03,45.04,37.15,191.1,109.56,20.33,67.01,154.9
2018-07-09,47.27,36.44,136.73,44.31,37.15,187.84,107.76,20.16,66.63,156.65
2018-07-10,47.94,36.62,137.98,44.69,37.33,187.62,112.89,19.76,66.67,155.25
2018-07-11,47.85,36.54,137.42,44.69,37.52,188.08,112.54,19.31,66.0,151.85
2018-07-12,47.9,36.06,136.61,44.58,37.56,187.32,111.53,18.99,65.96,138.3
2018-07-13,47.57,36.07,135.48,44.91,37.58,187.98,112.69,18.73,66.3,139.9
2018-07-16,47.17,35.69,134.13,43.96,37.17,185.5,112.96,19.19,65.86,136.7
2018-07-17,47.72,36.11,135.71,44.23,36.72,187.12,114.88,18.8,65.56,140.95
2018-07-18,47.31,35.69,134.37,43.09,36.46,182.82,114.83,18.34,64.5,138.8
2018-07-19,47.25,36.28,136.42,43.35,37.1,184.46,115.77,18.31,64.9,140.35
2018-07-20,47.12,36.15,138.2,43.36,37.25,183.84,116.01,18.29,64.12,139.65
2018-07-23,47.23,35.9,139.39,42.89,37.17,182.08,114.39,18.06,63.56,138.2
2018-07-24,47.3,35.6,138.55,43.09,37.31,184.12,114.74,17.85,63.1,138.85
2018-07-25,47.24,36.22,138.19,43.55,36.15,185.66,115.21,18.06,62.62,138.4
2018-07-26,47.71,37.09,138.4,44.17,36.67,199.32,115.0,18.12,63.71,138.55
2018-07-27,47.61,37.29,139.93,44.98,36.65,193.98,114.28,18.22,63.56,137.25
2018-07-30,47.35,36.51,142.9,45.92,35.73,195.6,114.18,17.95,58.72,137.5
2018-07-31,48.26,36.71,145.12,46.06,35.97,196.42,115.0,17.82,57.65,139.65
2018-08-01,48.11,36.36,148.02,45.08,35.93,193.06,113.61,17.64,57.6,139.75
2018-08-02,49.34,36.86,148.15,45.74,36.53,195.08,114.69,17.53,57.55,140.1
2018-08-03,49.95,37.6,149.48,47.24,37.02,198.32,116.3,18.2,57.75,141.2
2018-08-06,50.06,37.46,151.74,47.1,37.06,200.14,117.38,18.03,59.64,142.4
2018-08-07,50.25,36.91,152.02,46.48,37.23,197.16,114.22,18.12,59.88,142.8
2018-08-08,49.97,36.63,153.35,45.22,37.02,195.38,113.49,17.43,59.55,142.0
2018-08-09,50.24,36.78,166.37,45.27,37.12,194.68,113.7,17.45,59.7,141.85
2018-08-10,49.87,36.65,160.71,45.18,37.09,195.4,112.87,17.7,60.18,139.6
2018-08-13,49.32,36.56,166.22,45.47,37.03,196.12,113.02,17.61,59.88,137.55
2018-08-14,49.94,36.87,169.47,45.8,37.24,197.22,113.1,17.58,59.58,138.1
2018-08-15,49.44,37.06,172.46,46.23,37.58,200.88,113.45,17.73,60.0,136.9
2018-08-16,50.15,37.18,173.5,46.6,37.83,201.0,114.25,18.09,60.96,138.75
2018-08-17,50.55,37.48,174.81,47.21,38.64,202.96,114.96,18.49,62.4,139.9
2018-08-20,50.77,37.51,172.29,47.58,39.04,204.88,114.84,18.5,63.4,139.9
2018-08-21,50.74,37.52,173.02,46.13,38.46,202.18,113.72,18.23,62.91,141.85
2018-08-22,50.5,37.22,171.73,45.75,38.51,200.4,112.24,18.35,62.5,140.4
2018-08-23,50.51,36.71,169.51,45.59,37.33,197.98,111.93,18.12,62.6,139.5
2018-08-24,50.7,36.85,169.6,45.98,37.96,199.54,112.15,18.45,63.12,140.05
